Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33,no,travel_frequently,1296,research & development,6,bachelor,life sciences,high,male,30,3,2,healthcare representative,4,divorced,7725.0,5335,3,no,23,4,3,1,15,2,1,13,11,4,7
54,no,travel_rarely,397,human resources,19,master,medical,high,male,88,3,3,human resources,2,married,10725.0,6729,2,no,15,3,3,1,16,1,4,9,7,7,1
36,no,travel_rarely,913,research & development,9,college,medical,medium,male,48,2,2,manufacturing director,2,divorced,8847.0,13934,2,yes,11,3,3,1,13,2,3,3,2,0,2
27,no,travel_rarely,1115,research & development,3,master,medical,low,male,54,2,1,research scientist,4,single,2045.0,15174,0,no,13,3,4,0,5,2,3,4,2,1,1
20,yes,travel_rarely,1362,research & development,10,below college,medical,very high,male,32,3,1,research scientist,3,single,1009.0,26999,1,yes,11,3,4,0,1,5,3,1,0,1,1
33,yes,travel_frequently,1076,research & development,3,bachelor,life sciences,low,male,70,3,1,research scientist,1,single,3348.0,3164,1,yes,11,3,1,0,10,3,3,10,8,7,7
35,no,non-travel,727,research & development,3,bachelor,life sciences,high,male,41,2,1,laboratory technician,3,married,1281.0,16900,1,no,18,3,3,2,1,3,3,1,0,0,0
23,no,travel_rarely,885,research & development,4,bachelor,medical,low,male,58,4,1,research scientist,1,married,2819.0,8544,2,no,16,3,1,1,5,3,4,3,2,0,2
25,no,travel_rarely,810,sales,8,bachelor,life sciences,very high,male,57,4,2,sales executive,2,married,4851.0,15678,0,no,22,4,3,1,4,4,3,3,2,1,2
38,no,travel_rarely,243,sales,7,master,marketing,very high,female,46,2,2,sales executive,4,single,4028.0,7791,0,no,20,4,1,0,8,2,3,7,7,0,5
29,no,travel_frequently,806,research & development,1,master,life sciences,medium,male,76,1,1,research scientist,4,divorced,2720.0,18959,1,no,18,3,4,1,10,5,3,10,7,2,8
48,no,travel_rarely,817,sales,2,below college,marketing,medium,male,56,4,2,sales executive,2,married,8120.0,18597,3,no,12,3,4,0,12,3,3,2,2,2,2
27,no,travel_frequently,1410,sales,3,below college,medical,very high,female,71,4,2,sales executive,4,divorced,4647.0,16673,1,yes,20,4,2,2,6,3,3,6,5,0,4
37,no,travel_rarely,1225,research & development,10,college,life sciences,very high,male,80,4,1,research scientist,4,single,4680.0,15232,3,no,17,3,1,0,4,2,3,1,0,0,0
50,no,travel_rarely,1207,research & development,28,below college,medical,very high,male,74,4,1,laboratory technician,3,married,3221.0,3297,1,yes,11,3,3,2,20,3,3,15,8,3,8
34,no,travel_rarely,1442,research & development,9,bachelor,medical,very high,female,46,2,3,healthcare representative,2,single,8621.0,17654,1,no,14,3,2,0,9,3,4,8,7,7,7
24,yes,travel_rarely,693,sales,3,college,life sciences,low,female,65,3,2,sales executive,3,single,4577.0,24785,7,no,14,3,1,0,4,3,3,2,2,2,0
39,no,travel_rarely,408,research & development,2,master,technical degree,very high,female,80,2,2,healthcare representative,3,single,4553.0,20978,1,no,11,3,1,0,20,4,3,15,7,7,10
32,no,travel_rarely,929,sales,10,bachelor,marketing,very high,male,55,3,2,sales executive,4,single,5396.0,21703,1,no,12,3,4,0,10,2,2,10,7,0,8
50,yes,travel_frequently,562,sales,8,college,technical degree,medium,male,50,3,2,sales executive,3,married,6796.0,23452,3,yes,14,3,1,1,18,4,3,4,3,1,3
38,no,travel_rarely,827,research & development,1,master,life sciences,medium,female,33,4,2,healthcare representative,4,single,7625.0,19383,0,no,13,3,3,0,10,4,2,9,7,1,8
27,no,travel_rarely,608,research & development,1,college,life sciences,high,female,68,3,3,manufacturing director,1,married,7412.0,6009,1,no,11,3,4,0,9,3,3,9,7,0,7
32,no,travel_rarely,1018,research & development,3,college,life sciences,high,female,39,3,3,research director,4,single,11159.0,19373,3,no,15,3,4,0,10,5,3,7,7,7,7
47,no,travel_rarely,703,sales,14,master,marketing,very high,male,42,3,2,sales executive,1,single,4960.0,11825,2,no,12,3,4,0,20,2,3,7,7,1,7
40,no,travel_frequently,580,sales,5,master,life sciences,very high,male,48,2,3,sales executive,1,married,10475.0,23772,5,yes,21,4,3,1,20,2,3,18,13,1,12
53,no,travel_rarely,970,research & development,7,bachelor,life sciences,high,male,59,4,4,research director,3,married,14814.0,13514,3,no,19,3,3,0,23,3,3,5,1,1,3
41,no,travel_rarely,427,human resources,10,master,human resources,medium,male,73,2,5,manager,4,divorced,13775.600000000008,8861,3,no,15,3,2,2,23,2,2,15,6,7,6
60,no,travel_rarely,1179,sales,16,master,marketing,low,male,84,3,2,sales executive,1,single,5405.0,11924,8,no,14,3,4,0,10,1,3,2,2,2,2
27,no,travel_frequently,294,research & development,10,college,life sciences,very high,male,32,3,3,manufacturing director,1,divorced,8793.0,4809,1,no,21,4,3,2,9,4,2,9,7,1,7
41,no,travel_rarely,314,human resources,1,bachelor,human resources,very high,male,59,2,5,manager,3,married,13775.600000000008,19562,1,no,12,3,2,1,22,3,3,15,7,2,10
50,no,travel_rarely,316,sales,8,master,marketing,very high,male,54,3,1,sales representative,2,married,3875.0,9983,7,no,15,3,4,1,4,2,3,2,2,2,2
28,yes,travel_rarely,654,research & development,1,college,life sciences,low,female,67,1,1,research scientist,2,single,2216.0,3872,7,yes,13,3,4,0,10,4,3,7,7,3,7
36,no,non-travel,427,research & development,8,bachelor,life sciences,low,female,63,4,3,research director,1,married,11713.0,20335,7,no,14,3,1,1,10,2,3,8,7,0,5
38,no,travel_rarely,168,research & development,1,bachelor,life sciences,high,female,81,3,3,manufacturing director,3,single,7861.0,15397,4,yes,14,3,4,0,10,4,4,1,0,0,0
44,no,non-travel,381,research & development,24,bachelor,medical,low,male,49,1,1,laboratory technician,3,single,3708.0,2104,2,no,14,3,3,0,9,5,3,5,2,1,4
47,no,travel_frequently,217,sales,3,bachelor,medical,very high,female,49,3,4,sales executive,3,divorced,13770.0,10225,7,yes,12,3,4,2,28,2,2,15,2,7,13
30,no,travel_rarely,501,sales,27,phd,marketing,high,male,99,3,2,sales executive,4,divorced,5304.0,25275,7,no,23,4,4,1,10,2,2,8,7,7,7
29,no,travel_rarely,1396,sales,10,bachelor,life sciences,high,male,99,3,1,sales representative,3,single,2642.0,2755,1,no,11,3,3,0,1,5,3,1,0,0,0
42,yes,travel_frequently,933,research & development,19,bachelor,medical,high,male,57,4,1,research scientist,3,divorced,2759.0,20366,6,yes,12,3,4,0,7,2,3,2,2,2,2
43,no,travel_frequently,775,sales,15,bachelor,life sciences,very high,male,47,2,2,sales executive,4,married,6804.0,23683,3,no,18,3,3,1,7,5,3,2,2,2,2
34,no,travel_rarely,970,research & development,8,college,medical,medium,female,96,3,2,healthcare representative,3,single,6142.0,7360,3,no,11,3,4,0,10,2,3,5,1,4,3
23,no,travel_rarely,650,research & development,9,below college,medical,medium,male,37,3,1,laboratory technician,1,married,2500.0,4344,1,no,14,3,4,1,5,2,4,4,3,0,2
39,no,travel_rarely,141,human resources,3,bachelor,human resources,high,female,44,4,2,human resources,2,married,6389.0,18767,7,no,15,3,3,1,12,3,1,8,3,3,6
56,no,travel_rarely,832,research & development,9,bachelor,medical,high,male,81,3,4,healthcare representative,4,married,11103.0,20420,7,no,11,3,3,0,23,1,2,10,7,1,1
40,no,travel_rarely,804,research & development,2,below college,medical,very high,female,86,2,1,research scientist,4,single,2342.0,22929,0,yes,20,4,4,0,5,2,2,4,2,2,3
27,no,travel_rarely,975,research & development,7,bachelor,medical,very high,female,55,2,2,healthcare representative,1,single,6811.0,23398,8,no,19,3,1,0,9,2,1,7,6,0,7
29,no,travel_rarely,1090,sales,10,bachelor,marketing,very high,male,83,3,1,sales representative,2,divorced,2297.0,17967,1,no,14,3,4,2,2,2,3,2,2,2,2
53,no,travel_rarely,346,research & development,6,bachelor,life sciences,very high,male,86,3,2,laboratory technician,4,single,2450.0,10919,2,no,17,3,4,0,19,4,3,2,2,2,2
35,no,non-travel,1225,research & development,2,master,life sciences,very high,female,61,3,2,healthcare representative,1,divorced,5093.0,4761,2,no,11,3,1,1,16,2,4,1,0,0,0
32,no,travel_frequently,430,research & development,24,master,life sciences,low,male,80,3,2,laboratory technician,4,married,5309.0,21146,1,no,15,3,4,2,10,2,3,10,8,4,7
38,no,travel_rarely,268,research & development,2,phd,medical,very high,male,92,3,1,research scientist,3,married,3057.0,20471,6,yes,13,3,2,1,6,2,1,1,0,0,1
34,no,travel_rarely,167,research & development,8,phd,life sciences,medium,female,32,3,2,manufacturing director,1,divorced,5121.0,4187,3,no,14,3,3,1,7,3,3,0,0,0,0
52,no,travel_rarely,621,sales,3,master,marketing,high,male,31,2,4,manager,1,married,13775.600000000008,10084,1,no,11,3,1,0,23,3,4,15,6,1,9
33,yes,travel_rarely,527,research & development,1,master,other,very high,male,63,3,1,research scientist,4,single,2686.0,5207,1,yes,13,3,3,0,10,2,2,10,9,7,8
25,no,travel_rarely,883,sales,26,below college,medical,high,female,32,3,2,sales executive,4,single,6180.0,22807,1,no,23,4,2,0,6,5,2,6,5,1,4
45,no,travel_rarely,954,sales,2,college,technical degree,medium,male,46,1,2,sales representative,3,single,6632.0,12388,0,no,13,3,1,0,9,3,3,8,7,3,1
23,no,travel_rarely,310,research & development,10,below college,medical,low,male,79,4,1,research scientist,3,single,3505.0,19630,1,no,18,3,4,0,2,3,3,2,2,0,2
47,yes,travel_frequently,719,sales,27,college,life sciences,medium,female,77,4,2,sales executive,3,single,6397.0,10339,4,yes,12,3,4,0,8,2,3,5,4,1,3
34,no,travel_rarely,304,sales,2,bachelor,other,very high,male,60,3,2,sales executive,4,single,6274.0,18686,1,no,22,4,3,0,6,5,3,6,5,1,4
55,yes,travel_rarely,725,research & development,2,bachelor,medical,very high,male,78,3,5,manager,1,married,13775.600000000008,21199,5,yes,13,3,4,1,24,2,3,5,2,1,4
36,no,non-travel,1434,sales,8,master,life sciences,low,male,76,2,3,sales executive,1,single,7587.0,14229,1,no,15,3,2,0,10,1,3,10,7,0,9
52,no,non-travel,715,research & development,19,master,medical,very high,male,41,3,1,research scientist,4,married,4258.0,26589,0,no,18,3,1,1,5,3,3,4,3,1,2
26,no,travel_frequently,575,research & development,1,college,life sciences,low,female,71,1,1,laboratory technician,4,divorced,4364.0,5288,3,no,14,3,1,1,5,2,3,2,2,2,0
29,no,travel_rarely,657,research & development,27,bachelor,medical,medium,female,66,3,2,healthcare representative,3,married,4335.0,25549,4,no,12,3,1,1,11,3,2,8,7,1,1
26,yes,travel_rarely,1146,sales,8,bachelor,technical degree,very high,male,38,2,2,sales executive,1,single,5326.0,3064,6,no,17,3,3,0,6,2,2,4,3,1,2
34,no,travel_rarely,182,research & development,1,master,life sciences,medium,female,72,4,1,research scientist,4,single,3280.0,13551,2,no,16,3,3,0,10,2,3,4,2,1,3
54,no,travel_rarely,376,research & development,19,master,medical,very high,female,95,3,2,manufacturing director,1,divorced,5485.0,22670,7,yes,11,3,2,2,9,4,3,5,3,1,4
27,no,travel_frequently,829,sales,8,below college,marketing,high,male,84,3,2,sales executive,4,married,4342.0,24008,0,no,19,3,2,1,5,3,3,4,2,1,1
37,no,travel_rarely,571,research & development,10,below college,life sciences,very high,female,82,3,1,research scientist,1,divorced,2782.0,19905,0,yes,13,3,2,2,6,3,2,5,3,4,3
38,no,travel_frequently,240,research & development,2,master,life sciences,low,female,75,4,2,manufacturing director,1,single,5980.0,26085,6,yes,12,3,4,0,17,2,3,15,7,4,12
34,no,travel_rarely,121,research & development,2,master,medical,high,female,86,2,1,research scientist,1,single,4381.0,7530,1,no,11,3,3,0,6,3,3,6,5,1,3
35,no,travel_rarely,384,sales,8,master,life sciences,low,female,72,3,1,sales representative,4,married,2572.0,20317,1,no,16,3,2,1,3,1,2,3,2,0,2
30,no,travel_rarely,921,research & development,1,bachelor,life sciences,very high,male,38,1,1,laboratory technician,3,married,3833.0,24375,3,no,21,4,3,2,7,2,3,2,2,0,2
40,no,travel_frequently,791,research & development,2,college,medical,high,female,38,4,2,healthcare representative,2,married,4244.0,9931,1,no,24,4,4,1,8,2,3,8,7,3,7
34,no,travel_rarely,1111,sales,8,college,life sciences,high,female,93,3,2,sales executive,1,married,6500.0,13305,5,no,17,3,2,1,6,1,3,3,2,1,2
42,no,travel_frequently,570,research & development,8,bachelor,life sciences,medium,male,66,3,5,manager,4,divorced,13775.600000000008,16225,1,no,13,3,2,1,24,4,2,15,7,7,9
23,yes,travel_rarely,1243,research & development,6,bachelor,life sciences,high,male,63,4,1,laboratory technician,1,married,1601.0,3445,1,yes,21,4,3,2,1,2,3,0,0,0,0
24,no,non-travel,1092,research & development,9,bachelor,life sciences,high,male,60,2,1,laboratory technician,2,divorced,2694.0,26551,1,no,11,3,3,2,1,4,3,1,0,0,0
52,no,travel_rarely,1325,research & development,11,master,life sciences,very high,female,82,3,2,laboratory technician,3,married,3149.0,21821,8,no,20,4,2,1,9,3,3,5,2,1,4
50,no,travel_rarely,691,research & development,2,bachelor,medical,high,male,64,3,4,research director,3,married,13775.600000000008,6881,5,no,16,3,4,0,23,3,3,4,3,0,3
29,yes,travel_rarely,805,research & development,1,college,life sciences,medium,female,36,2,1,laboratory technician,1,married,2319.0,6689,1,yes,11,3,4,1,1,1,3,1,0,0,0
33,no,travel_rarely,213,research & development,7,bachelor,medical,high,male,49,3,3,research director,3,married,11691.0,25995,0,no,11,3,4,0,14,3,4,13,9,3,7
33,yes,travel_rarely,118,sales,16,bachelor,marketing,low,female,69,3,2,sales executive,1,single,5324.0,26507,5,no,15,3,3,0,6,3,3,3,2,0,2
47,no,travel_rarely,202,research & development,2,college,other,high,female,33,3,4,manager,4,married,13775.600000000008,12982,1,yes,11,3,3,1,26,3,2,15,14,3,0
36,no,travel_rarely,676,research & development,1,bachelor,other,high,female,35,3,2,manufacturing director,2,married,5228.0,23361,0,no,15,3,1,1,10,2,3,9,7,0,5
29,no,travel_rarely,1252,research & development,23,college,life sciences,high,male,81,4,1,research scientist,3,married,2700.0,23779,1,no,24,4,3,1,10,3,3,10,7,0,7
58,yes,travel_rarely,286,research & development,2,master,life sciences,very high,male,31,3,5,research director,2,single,13775.600000000008,25761,7,yes,12,3,4,0,23,2,3,15,9,7,8
35,no,travel_rarely,1258,research & development,1,master,life sciences,very high,female,40,4,1,research scientist,3,single,2506.0,13301,3,no,13,3,3,0,7,2,3,2,2,2,2
42,no,travel_rarely,932,research & development,1,college,life sciences,very high,female,43,2,2,manufacturing director,4,married,6062.0,4051,7,yes,13,3,4,1,8,4,3,4,3,0,2
28,yes,travel_rarely,890,research & development,2,master,medical,high,male,46,3,1,research scientist,3,single,4382.0,16374,6,no,17,3,4,0,5,3,2,2,2,2,1
36,no,travel_rarely,1041,human resources,13,bachelor,human resources,high,male,36,3,1,human resources,2,married,2143.0,25527,4,no,13,3,2,1,8,2,3,5,2,0,4
32,no,travel_rarely,859,research & development,4,bachelor,life sciences,high,female,98,2,2,manufacturing director,3,married,6162.0,19124,1,no,12,3,3,1,14,3,3,14,13,6,8
40,no,travel_frequently,720,research & development,16,master,medical,low,male,51,2,2,laboratory technician,3,single,5094.0,11983,6,no,14,3,4,0,10,5,3,1,0,0,0
30,no,travel_rarely,946,research & development,2,bachelor,medical,high,female,52,2,2,manufacturing director,4,single,6877.0,20234,5,yes,24,4,2,0,12,4,2,0,0,0,0
45,no,travel_rarely,252,research & development,2,bachelor,life sciences,medium,female,95,2,1,research scientist,3,single,2274.0,6153,1,no,14,3,4,0,1,3,3,1,0,0,0
42,no,travel_rarely,933,research & development,29,bachelor,life sciences,medium,male,98,3,2,manufacturing director,2,married,4434.0,11806,1,no,13,3,4,1,10,3,2,9,8,7,8
38,no,travel_frequently,471,research & development,12,bachelor,life sciences,low,male,45,2,2,healthcare representative,1,divorced,6288.0,4284,2,no,15,3,3,1,13,3,2,4,3,1,2
34,no,travel_frequently,702,research & development,16,master,life sciences,high,female,100,2,1,research scientist,4,single,2553.0,8306,1,no,16,3,3,0,6,3,3,5,2,1,3
49,yes,travel_rarely,1184,sales,11,bachelor,marketing,high,female,43,3,3,sales executive,4,married,7654.0,5860,1,no,18,3,1,2,9,3,4,9,8,7,7
55,yes,travel_rarely,436,sales,2,below college,medical,high,male,37,3,2,sales executive,4,single,5160.0,21519,4,no,16,3,3,0,12,3,2,9,7,7,3
43,no,travel_rarely,589,research & development,14,college,life sciences,medium,male,94,3,4,research director,1,married,13775.600000000008,5200,6,no,24,4,3,1,22,3,3,4,1,1,0
27,no,travel_rarely,269,research & development,5,below college,technical degree,high,male,42,2,3,research director,4,divorced,12808.0,8842,1,yes,16,3,2,1,9,3,3,9,8,0,8
35,no,travel_rarely,950,research & development,7,bachelor,other,high,male,59,3,3,manufacturing director,3,single,10221.0,18869,3,no,21,4,2,0,17,3,4,8,5,1,6
28,no,travel_rarely,760,sales,2,master,marketing,medium,female,81,3,2,sales executive,2,married,4779.0,3698,1,yes,20,4,1,0,8,2,3,8,7,7,5
34,no,travel_rarely,829,human resources,3,college,human resources,high,male,88,3,1,human resources,4,married,3737.0,2243,0,no,19,3,3,1,4,1,1,3,2,0,2
26,yes,travel_frequently,887,research & development,5,college,medical,high,female,88,2,1,research scientist,3,married,2366.0,20898,1,yes,14,3,1,1,8,2,3,8,7,1,7
27,no,non-travel,443,research & development,3,bachelor,medical,very high,male,50,3,1,research scientist,4,married,1706.0,16571,1,no,11,3,3,2,0,5,2,0,0,0,0
51,no,travel_rarely,1318,sales,26,master,marketing,low,female,66,3,4,manager,3,married,16307.0,5594,2,no,14,3,3,1,23,2,2,15,6,4,9
44,no,travel_rarely,625,research & development,4,bachelor,medical,very high,male,50,3,2,healthcare representative,2,single,5933.0,5197,7,no,12,3,4,0,10,2,2,5,2,2,3
25,no,travel_rarely,180,research & development,2,below college,medical,low,male,65,4,1,research scientist,1,single,3424.0,21632,7,no,13,3,3,0,6,3,2,4,3,0,1
33,no,travel_rarely,586,sales,1,bachelor,medical,low,male,48,4,2,sales executive,1,divorced,4037.0,21816,1,no,22,4,1,1,9,5,3,9,8,0,8
35,no,travel_rarely,1343,research & development,27,below college,medical,high,female,53,2,1,research scientist,1,single,2559.0,17852,1,no,11,3,4,0,6,3,2,6,5,1,1
36,no,travel_rarely,928,sales,1,college,life sciences,medium,male,56,3,2,sales executive,4,married,6201.0,2823,1,yes,14,3,4,1,18,1,2,18,14,4,11
32,no,travel_rarely,117,sales,13,master,life sciences,medium,male,73,3,2,sales executive,4,divorced,4403.0,9250,2,no,11,3,3,1,8,3,2,5,2,0,3
30,no,travel_frequently,1012,research & development,5,master,life sciences,medium,male,75,2,1,research scientist,4,divorced,3761.0,2373,7,no,12,3,2,1,10,3,2,5,4,0,3
53,no,travel_rarely,661,sales,7,college,marketing,low,female,78,2,3,sales executive,4,married,10934.0,20715,7,yes,18,3,4,1,23,3,3,5,2,0,4
45,no,travel_rarely,930,sales,9,bachelor,marketing,very high,male,74,3,3,sales executive,1,divorced,10761.0,19239,4,yes,12,3,3,1,18,2,3,5,4,0,2
32,no,travel_rarely,638,research & development,8,college,medical,high,female,91,4,2,research scientist,3,married,5175.0,22162,5,no,12,3,3,1,9,3,2,5,3,1,3
52,no,travel_frequently,890,research & development,25,master,medical,high,female,81,2,4,manufacturing director,4,married,13826.0,19028,3,no,22,4,3,0,23,3,3,9,8,0,0
37,no,travel_rarely,342,sales,16,master,marketing,very high,male,66,2,2,sales executive,3,divorced,6334.0,24558,4,no,19,3,4,2,9,2,3,1,0,0,0
